poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max	avg_coord_queue[s]	mac_percentage_dropped
740	250	303.587	302.873	304.248	0.004	0.004	0.004	301.929	0.027
745	250	304.447	303.643	305.281	0.004	0.004	0.004	302.773	0.028
750	250	305.433	304.623	306.273	0.004	0.004	0.004	303.744	0.028
755	250	306.380	305.564	307.226	0.004	0.004	0.004	304.675	0.028
760	250	307.460	306.724	308.138	0.004	0.004	0.004	305.739	0.028
765	250	308.328	307.586	309.011	0.004	0.004	0.004	306.592	0.028
770	250	309.157	308.409	309.843	0.004	0.004	0.004	307.404	0.028
775	250	310.212	309.459	310.903	0.004	0.004	0.004	308.445	0.029
780	250	310.963	310.204	311.658	0.004	0.004	0.005	309.180	0.029
785	250	312.277	311.692	312.886	0.004	0.004	0.004	310.656	0.029
790	250	313.262	312.124	314.063	0.004	0.004	0.004	311.080	0.058
795	250	316.685	316.365	317.306	0.004	0.004	0.004	315.388	0.325
800	250	314.979	314.662	315.598	0.004	0.004	0.004	313.687	0.030
805	250	315.821	315.502	316.443	0.004	0.004	0.004	314.517	0.030
810	250	316.628	316.307	317.253	0.004	0.004	0.005	315.313	0.030
815	250	317.255	316.837	317.788	0.004	0.004	0.004	315.741	0.030
820	250	317.993	317.572	318.528	0.004	0.004	0.004	316.466	0.030
825	250	318.793	318.272	319.526	0.004	0.004	0.004	317.253	0.030
830	250	319.658	319.232	320.198	0.004	0.004	0.004	318.106	0.061
835	250	320.293	319.864	320.836	0.004	0.004	0.004	318.728	0.031
840	250	321.193	320.762	321.738	0.004	0.004	0.004	319.616	0.031
845	250	321.861	321.327	322.611	0.004	0.004	0.005	320.272	0.031
850	250	322.598	322.162	323.148	0.004	0.004	0.004	320.996	0.031
855	250	323.405	322.967	323.958	0.004	0.004	0.004	321.791	0.032
860	250	324.183	323.742	324.738	0.004	0.004	0.004	322.556	0.032
865	250	324.930	324.487	325.488	0.004	0.004	0.004	323.291	0.032
870	250	325.648	325.202	326.208	0.004	0.004	0.004	323.996	0.032
875	250	326.335	325.887	326.898	0.004	0.004	0.004	324.671	0.032
880	250	326.993	326.542	327.558	0.004	0.004	0.004	325.316	0.033
885	250	327.728	327.167	328.511	0.004	0.004	0.004	326.039	0.033
890	250	328.543	328.087	329.113	0.004	0.004	0.004	326.841	0.033
895	250	329.113	328.654	329.686	0.004	0.004	0.004	327.399	0.033
900	250	329.763	329.192	330.558	0.004	0.004	0.004	328.036	0.033
905	250	330.495	330.032	331.073	0.004	0.004	0.004	328.756	0.033
910	250	331.089	330.512	331.893	0.004	0.004	0.004	329.338	0.034
915	250	331.768	331.299	332.351	0.004	0.004	0.004	330.004	0.034
920	250	332.533	332.062	333.118	0.004	0.004	0.004	330.756	0.034
925	250	333.044	332.457	333.861	0.004	0.004	0.004	331.255	0.034
930	250	333.288	332.583	333.993	0.004	0.004	0.004	331.261	0.034
935	250	333.975	333.265	334.683	0.004	0.004	0.005	331.933	0.035
940	250	334.752	333.922	335.348	0.004	0.004	0.004	332.581	0.035
945	250	335.273	334.555	335.988	0.004	0.004	0.004	333.203	0.035
950	250	335.885	335.163	336.603	0.004	0.004	0.004	333.801	0.035
955	250	336.471	335.745	337.193	0.004	0.004	0.004	334.374	0.035
960	250	337.033	336.303	337.758	0.004	0.004	0.004	334.921	0.035
965	250	337.570	336.835	338.298	0.004	0.004	0.004	335.444	0.036
970	250	338.203	337.343	339.178	0.005	0.004	0.007	336.063	0.036
975	250	338.690	337.825	339.671	0.004	0.004	0.004	336.536	0.036
980	250	339.400	338.653	340.138	0.004	0.004	0.004	337.231	0.036
985	250	340.447	339.693	341.191	0.004	0.004	0.005	338.258	0.036
990	250	340.503	339.498	341.373	0.004	0.004	0.004	338.182	0.037
995	250	340.894	340.260	341.391	0.004	0.004	0.004	338.809	0.037
1000	250	341.386	340.623	342.138	0.004	0.004	0.004	339.289	0.037
1005	250	341.983	341.343	342.483	0.004	0.004	0.004	339.872	0.037
1010	250	342.430	341.658	343.188	0.004	0.004	0.004	340.305	0.037
1015	250	342.982	342.335	343.486	0.004	0.004	0.004	340.845	0.037
1020	250	343.643	342.993	344.148	0.004	0.004	0.004	341.492	0.038
1025	250	344.022	343.238	344.791	0.004	0.004	0.004	341.858	0.038
1030	250	344.641	343.853	345.413	0.004	0.004	0.004	342.464	0.038
1035	250	345.108	344.448	345.618	0.004	0.004	0.004	342.918	0.038
1040	250	345.686	345.023	346.198	0.004	0.004	0.005	343.483	0.038
1045	250	345.871	344.938	346.518	0.004	0.004	0.004	343.392	0.038
1050	250	346.409	345.470	347.058	0.004	0.004	0.004	343.915	0.039
1055	250	346.655	345.575	347.578	0.004	0.004	0.004	344.146	0.039
1060	250	347.151	346.065	348.078	0.004	0.004	0.004	344.627	0.039
1065	250	347.626	346.535	348.558	0.004	0.004	0.004	345.088	0.039
1070	250	348.359	347.400	349.018	0.004	0.004	0.004	345.805	0.039
1075	250	348.796	347.833	349.458	0.004	0.004	0.004	346.228	0.040
1080	250	349.214	348.246	349.878	0.004	0.004	0.005	346.630	0.040
1085	250	349.611	348.638	350.278	0.004	0.004	0.004	347.013	0.040
1090	250	350.131	349.011	351.083	0.004	0.004	0.004	347.517	0.040
1095	250	350.489	349.363	351.446	0.004	0.004	0.004	347.861	0.040
1100	250	351.114	350.126	351.788	0.004	0.004	0.004	348.471	0.041
1105	250	351.434	350.441	352.111	0.004	0.004	0.004	348.776	0.041
1110	250	351.879	350.736	352.848	0.004	0.004	0.004	349.206	0.041
1115	250	352.359	350.776	353.408	0.004	0.004	0.004	349.097	0.082
1120	250	352.714	351.706	353.398	0.004	0.004	0.004	350.012	0.041
1125	250	353.104	351.943	354.086	0.004	0.004	0.004	350.387	0.041
1130	250	353.624	352.606	354.313	0.004	0.004	0.004	350.892	0.042
1135	250	353.978	352.806	354.968	0.004	0.004	0.004	351.231	0.042
1140	250	354.464	353.436	355.158	0.004	0.004	0.004	351.702	0.042
1145	250	354.782	353.599	355.781	0.004	0.004	0.004	352.006	0.042
1150	250	354.844	353.506	355.693	0.004	0.004	0.004	351.757	0.042
1155	250	355.431	354.086	356.283	0.004	0.004	0.004	352.328	0.042
1160	250	356.087	354.885	357.098	0.004	0.004	0.004	353.266	0.043
1165	250	352.599	349.237	355.961	0.005	0.004	0.005	347.496	0.297
1170	250	357.423	356.672	357.978	0.004	0.004	0.004	354.874	0.043
1175	250	357.637	356.727	358.506	0.004	0.004	0.004	355.075	0.043
1180	250	358.146	357.232	359.018	0.004	0.004	0.004	355.571	0.043
1185	250	359.330	358.433	360.228	0.004	0.004	0.004	356.595	0.262
1190	250	359.201	358.912	359.763	0.004	0.004	0.004	357.068	0.044
1195	250	359.664	359.374	360.228	0.004	0.004	0.004	357.521	0.044
1200	250	359.793	359.342	360.678	0.004	0.004	0.004	357.638	0.044
1205	250	360.224	359.772	361.113	0.004	0.004	0.004	358.059	0.044
1210	250	360.641	360.187	361.533	0.004	0.004	0.004	358.465	0.045
1215	250	361.043	360.587	361.938	0.004	0.004	0.004	358.856	0.045
1220	250	361.429	360.972	362.328	0.004	0.004	0.004	359.232	0.045
1225	250	361.801	361.342	362.703	0.004	0.004	0.004	359.593	0.045
1230	250	362.158	361.697	363.063	0.004	0.004	0.004	359.939	0.045
1235	250	362.499	362.037	363.408	0.004	0.004	0.004	360.269	0.046
1240	250	362.826	362.362	363.738	0.004	0.004	0.004	360.585	0.046
1245	250	363.138	362.672	364.053	0.004	0.004	0.004	360.886	0.046
1250	250	364.175	363.706	365.096	0.004	0.004	0.004	361.905	0.046
1255	250	364.054	363.754	364.638	0.004	0.004	0.004	361.781	0.046
1260	250	364.323	364.022	364.908	0.004	0.004	0.004	362.039	0.046
1265	250	364.576	364.274	365.163	0.004	0.004	0.004	362.281	0.047
1270	250	364.986	364.512	365.918	0.004	0.004	0.004	362.681	0.047
1275	250	365.210	364.734	366.146	0.004	0.004	0.004	362.894	0.047
1280	250	365.766	365.462	366.358	0.004	0.004	0.004	363.439	0.047
1285	250	365.962	365.657	366.556	0.004	0.004	0.004	363.624	0.047
1290	250	366.318	365.837	367.263	0.004	0.004	0.004	363.969	0.048
1295	250	366.484	366.002	367.433	0.004	0.004	0.004	364.125	0.048
1300	250	366.989	366.682	367.588	0.004	0.004	0.004	364.619	0.048
1305	250	367.305	366.819	368.261	0.004	0.004	0.004	364.924	0.048
1310	250	367.429	366.942	368.388	0.004	0.004	0.004	365.037	0.048
1315	250	367.595	367.587	367.603	0.004	0.004	0.004	365.477	0.097
1320	250	367.993	367.682	368.598	0.004	0.004	0.004	365.759	0.049
1325	250	368.615	368.321	368.845	0.004	0.004	0.004	366.192	0.049
1330	250	368.684	368.372	369.293	0.004	0.004	0.004	366.431	0.049
1335	250	369.103	368.972	369.348	0.004	0.004	0.004	366.840	0.049
1340	250	369.326	369.012	369.938	0.004	0.004	0.004	367.053	0.049
1345	250	369.720	369.589	369.966	0.004	0.004	0.004	367.437	0.050
1350	250	369.918	369.602	370.533	0.004	0.004	0.004	367.625	0.050
1355	250	370.288	370.157	370.533	0.004	0.004	0.004	367.985	0.050
1360	250	370.459	370.142	371.078	0.004	0.004	0.004	368.146	0.050
1365	250	370.805	370.674	371.051	0.004	0.004	0.004	368.482	0.050
1370	250	370.951	370.632	371.573	0.004	0.004	0.004	368.618	0.051
1375	250	371.462	371.142	372.086	0.004	0.004	0.004	369.119	0.051
1380	250	371.773	371.642	372.018	0.004	0.004	0.004	369.420	0.051
1385	250	371.881	371.559	372.508	0.004	0.004	0.004	369.518	0.051
1390	250	372.168	372.037	372.413	0.004	0.004	0.004	369.795	0.051
1395	250	372.635	372.504	372.881	0.004	0.004	0.004	370.253	0.051
1400	250	372.706	372.382	373.338	0.004	0.004	0.004	370.313	0.052
1405	250	373.152	372.827	373.786	0.004	0.004	0.004	370.749	0.052
1410	250	373.393	373.262	373.638	0.004	0.004	0.004	370.980	0.052
1415	250	373.426	373.099	374.063	0.004	0.004	0.004	371.004	0.052
1420	250	373.839	373.512	374.478	0.004	0.004	0.004	371.407	0.052
1425	250	374.243	373.914	374.883	0.004	0.004	0.004	371.800	0.053
1430	250	374.438	374.307	374.683	0.004	0.004	0.004	371.985	0.053
1435	250	374.820	374.689	375.066	0.004	0.004	0.004	372.358	0.053
1440	250	374.793	374.462	375.438	0.004	0.004	0.004	372.320	0.053
1445	250	375.153	374.822	375.801	0.004	0.004	0.004	372.671	0.053
1450	250	375.504	375.172	376.153	0.004	0.004	0.004	373.012	0.053
1455	250	375.845	375.512	376.496	0.005	0.004	0.005	373.343	0.054
1460	250	375.973	375.842	376.218	0.004	0.004	0.004	373.461	0.054
1465	250	376.293	376.162	376.538	0.004	0.004	0.004	373.771	0.054
1470	250	376.603	376.472	376.848	0.004	0.004	0.004	374.071	0.054
1475	250	376.903	376.772	377.148	0.004	0.004	0.004	374.361	0.054
1480	250	377.193	377.062	377.438	0.004	0.004	0.004	374.641	0.055
1485	250	377.058	376.719	377.718	0.004	0.004	0.004	374.496	0.055
1490	250	377.326	376.987	377.988	0.004	0.004	0.004	374.754	0.055
1495	250	377.584	377.244	378.248	0.004	0.004	0.004	375.002	0.055
20	300	0.737	0.024	1.217	0.354	0.176	0.652	1.164	0.052
25	300	8.879	0.023	17.832	0.525	0.312	0.928	5.488	0.141
30	300	0.796	0.023	1.194	0.132	0.068	0.229	1.187	0.059
35	300	0.043	0.029	0.059	0.513	0.479	0.575	0.023	0.007
40	300	0.051	0.034	0.069	0.201	0.009	0.524	0.027	0.007
45	300	0.040	0.027	0.055	0.022	0.005	0.054	0.021	0.007
50	300	0.054	0.028	0.077	0.145	0.006	0.227	0.028	0.007
55	300	0.065	0.033	0.090	0.014	0.004	0.023	0.034	0.007
60	300	0.071	0.040	0.096	0.077	0.004	0.185	0.038	0.007
65	300	0.063	0.037	0.085	0.004	0.004	0.005	0.034	0.007
70	300	0.052	0.038	0.068	0.004	0.004	0.005	0.029	0.007
75	300	0.100	0.058	0.131	0.011	0.005	0.016	0.060	0.082
80	300	0.079	0.058	0.098	0.004	0.004	0.005	0.046	0.007
85	300	0.093	0.047	0.124	0.013	0.006	0.023	0.050	0.007
90	300	0.063	0.048	0.078	0.016	0.005	0.037	0.036	0.007
95	300	0.088	0.052	0.115	0.005	0.004	0.006	0.049	0.007
100	300	0.116	0.059	0.155	0.311	0.234	0.359	0.066	0.007
105	300	0.079	0.065	0.095	0.447	0.437	0.460	0.047	0.007
110	300	10.191	10.140	10.244	0.004	0.004	0.005	10.103	0.008
115	300	0.117	0.062	0.156	0.004	0.004	0.005	0.064	0.015
